Feature,Case Id,Test Case,Pass,Fail,N/A,Measured,Comment,Measurement Name,Value,Unit,Target,Failure
Tizen Device APIs/Communication/Bluetooth,BluetoothClassDeviceMinor_TOY_VEHICLE_const,Check various identifiers of BluetoothClassDeviceMinor_TOY_VEHICLE,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothClassDeviceMinor_WEARABLE_GLASSES_const,Check various identifiers of BluetoothClassDeviceMinor_WEARABLE_GLASSES,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothClassDeviceMinor_WEARABLE_HELMET_const,Check various identifiers of BluetoothClassDeviceMinor_WEARABLE_HELMET,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothClassDeviceMinor_WEARABLE_JACKET_const,Check various identifiers of BluetoothClassDeviceMinor_WEARABLE_JACKET,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothClassDeviceMinor_WEARABLE_PAGER_const,Check various identifiers of BluetoothClassDeviceMinor_WEARABLE_PAGER,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothClassDeviceMinor_WEARABLE_WRITST_WATCH_const,Check various identifiers of BluetoothClassDeviceMinor_WEARABLE_WRITST_WATCH,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothClassDeviceService_AUDIO_const,Check various identifiers of BluetoothClassDeviceService_AUDIO,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothClassDeviceService_CAPTURING_const,Check various identifiers of BluetoothClassDeviceService_CAPTURING,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothClassDeviceService_extend,Test whether the object can have new properties added for BluetoothClassDeviceService,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothClassDeviceService_INFORMATION_const,Check various identifiers of BluetoothClassDeviceService_INFORMATION,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothClassDeviceService_LIMITED_DISCOVERABILITY_const,Check various identifiers of BluetoothClassDeviceService_LIMITED_DISCOVERABILITY,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothClassDeviceService_NETWORKING_const,Check various identifiers of BluetoothClassDeviceService_NETWORKING,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothClassDeviceService_notexist,Check if is possible to call BluetoothClassDeviceService with new expresion,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothClassDeviceService_OBJECT_TRANSFER_const,Check various identifiers of BluetoothClassDeviceService_OBJECT_TRANSFER,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothClassDeviceService_POSITIONING_const,Check various identifiers of BluetoothClassDeviceService_POSITIONING,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothClassDeviceService_RENDERING_const,Check various identifiers of BluetoothClassDeviceService_RENDERING,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothClassDeviceService_TELEPHONY_const,Check various identifiers of BluetoothClassDeviceService_TELEPHONY,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothClass_notexist,Check if is possible to call BluetoothClass in new expresion,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothDeviceArraySuccessCallback_notexist,Check if is possible to call BluetoothDeviceArraySuccessCallback in new expresion,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothDeviceArraySuccessCallback_onsuccess,Check if BluetoothDeviceArraySuccessCallback callback is called and if its arguments have proper type,,,1,,[[https://crosswalk-project.org/jira/i#browse/XWALK-3426 XWALK-3426]],,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothDeviceSuccessCallback_notexist,Check if is possible to call BluetoothDeviceSuccessCallback in new expresion,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothDevice_notexist,Check if is possible to call BluetoothDevice in new expresion,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothDiscoverDevicesSuccessCallback_notexist,Check if is possible to call BluetoothDiscoverDevicesSuccessCallback in new expresion,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothDiscoverDevicesSuccessCallback_ondevicefound,Check if BluetoothDiscoverDevicesSuccessCallback callback is called and if its ondevicefound arguments have proper type,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothDiscoverDevicesSuccessCallback_onfinished,Check if BluetoothDiscoverDevicesSuccessCallback callback is called and if its onfinished arguments have proper type,,,1,,[[https://crosswalk-project.org/jira/i#browse/XWALK-3426 XWALK-3426]],,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothDiscoverDevicesSuccessCallback_onstarted,Check if BluetoothDiscoverDevicesSuccessCallback callback is called and if its onstarted arguments have proper type,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothHealthApplicationSuccessCallback_notexist,Check if is possible to call BluetoothHealthApplicationSuccessCallback in new expresion,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothHealthApplicationSuccessCallback_onsuccess,Check if BluetoothHealthApplicationSuccessCallback callback is called with propriety arguments,,,1,,[[https://crosswalk-project.org/jira/i#browse/XWALK-2640  XWALK-2640]],,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothHealthApplication_dataType_attribute,Test whether the dataType unsigned short exist in BluetoothHealthApplication has default value and its readonly,,1,,,[[https://crosswalk-project.org/jira/i#browse/XWALK-2640  XWALK-2640]],,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothHealthApplication_extend,Test whether the object BluetoothHealthApplication can have new properties added it,,1,,,[[https://crosswalk-project.org/jira/i#browse/XWALK-2640  XWALK-2640]],,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothHealthApplication_name_attribute,Test whether the name string exist in BluetoothHealthApplication has default value and its readonly,,1,,,[[https://crosswalk-project.org/jira/i#browse/XWALK-2640  XWALK-2640]],,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothHealthApplication_notexist,Check if is possible to call BluetoothHealthApplication in new expresion,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothHealthApplication_onconnect_attribute,Test whether the onconnect in BluetoothHealthApplication has default value and it's writable,,1,,,[[https://crosswalk-project.org/jira/i#browse/XWALK-2640  XWALK-2640]],,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothHealthApplication_unregister,Check unregister with non optional arguments,,1,,,[[https://crosswalk-project.org/jira/i#browse/XWALK-2640  XWALK-2640]],,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothHealthApplication_unregister_callback_onerror,Check if error callback of unregister method invoked,,1,,,[[https://crosswalk-project.org/jira/i#browse/XWALK-2640  XWALK-2640]],,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothHealthApplication_unregister_errorCallback_invalid_cb,Check argument unregister() errorCallback validation,,1,,,[[https://crosswalk-project.org/jira/i#browse/XWALK-2640  XWALK-2640]],,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothHealthApplication_unregister_errorCallback_TypeMismatch,Check whether unregiste() method of the BluetoothHealthApplication called with invalid errorCallback argument throws an exception,,1,,,[[https://crosswalk-project.org/jira/i#browse/XWALK-2640  XWALK-2640]],,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothHealthApplication_unregister_exist,Check if unregister method exists in BluetoothHealthApplication,,1,,,[[https://crosswalk-project.org/jira/i#browse/XWALK-2640  XWALK-2640]],,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothHealthApplication_unregister_successCallback_invalid_cb,Check argument unregister() successCallback validation,,1,,,[[https://crosswalk-project.org/jira/i#browse/XWALK-2640  XWALK-2640]],,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothHealthApplication_unregister_successCallback_TypeMismatch,Check whether unregister() method called with invalid successCallback throws an exception,,1,,,[[https://crosswalk-project.org/jira/i#browse/XWALK-2640  XWALK-2640]],,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothHealthApplication_unregister_with_errorCallback,Check unregister with successCallback and errorCallback,,1,,,[[https://crosswalk-project.org/jira/i#browse/XWALK-2640  XWALK-2640]],,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothHealthApplication_unregister_with_successCallback,Check unregister with successCallback,,1,,,[[https://crosswalk-project.org/jira/i#browse/XWALK-2640  XWALK-2640]],,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothHealthChannelChangeCallback_notexist,Check if is possible to call BluetoothHealthChannelChangeCallback in new expresion,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothHealthChannelSuccessCallback_notexist,Check if is possible to call BluetoothHealthChannelSuccessCallback in new expresion,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothHealthChannel_notexist,Check if is possible to call BluetoothHealthChannel in new expresion,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothHealthProfileHandler_connectToSource_exist,Check if connectToSource method exists,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothHealthProfileHandler_connectToSource_missarg,Check connectToSource with missing non-optional argument,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothHealthProfileHandler_extend,Test whether the object BluetoothHealthProfileHandler can have new properties added it,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothHealthProfileHandler_notexist,Check if is possible to call BluetoothHealthProfileHandler in new expresion,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothHealthProfileHandler_registerSinkApplication,Check with non optional arguments registerSinkApplication,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothHealthProfileHandler_registerSinkApplication_callback_error,Check if error callback of registerSinkApplication method invoked,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothHealthProfileHandler_registerSinkApplication_errorCallback_invalid_cb,Check argument registerSinkApplication() errorCallback validation,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothHealthProfileHandler_registerSinkApplication_errorCallback_TypeMismatch,Check whether registerSinkApplication() method called with invalid errorCallback argument throws an exception,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothHealthProfileHandler_registerSinkApplication_exist,Check if registerSinkApplication method exists,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothHealthProfileHandler_registerSinkApplication_missarg,Check registerSinkApplication with missing non-optional argument,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothHealthProfileHandler_registerSinkApplication_successCallback_invalid_cb,Check argument registerSinkApplication() successCallback validation,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothHealthProfileHandler_registerSinkApplication_successCallback_TypeMismatch,Check whether registerSinkApplication() method called with invalid successCallback argument throws an exception,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothHealthProfileHandler_registerSinkApplication_with_errorCallback,Check registerSinkApplication with valid optional arguments,,,1,,[[https://crosswalk-project.org/jira/i#browse/XWALK-2640  XWALK-2640]],,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothManagerObject_bluetooth_attribute,Check attribute bluetooth of tizen,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothManagerObject_notexist,Check if is possible to call BluetoothManagerObject in new expresion,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothManager_deviceMajor_attribute,Check attribute deviceMajor of bluetooth,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothManager_deviceMinor_attribute,Check attribute deviceMinor of bluetooth,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothManager_deviceService_attribute,Check attribute deviceService of bluetooth,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothManager_extend,Test whether the object can have new properties added for BluetoothManager,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothManager_getDefaultAdapter,Proper invocation of getDefaultAdapter method  without arguments,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothManager_getDefaultAdapter_exist,Check if getDefaultAdapter method exists,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothManager_getDefaultAdapter_extra_argument,Check if method getDefaultAdapter of BluetoothManager accepts extra argument,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothManager_in_tizen,Check attribute bluetooth for readonly,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothManager_notexist,Check if is possible to call BluetoothManager in new expresion,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothProfileHandler_extend,Test whether the object can have new properties added for BluetoothProfileHandler,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothProfileHandler_notexist,Check if is possible to call BluetoothProfileHandler in new expresion,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothProfileHandler_profileType_attribute,Check if profileType attribute exists in BluetoothProfileHandler,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothServiceHandler_extend,Test whether the object can have new properties added for BluetoothServiceHandler,,1,,,[[https://crosswalk-project.org/jira/i#browse/XWALK-2088 XWALK-2088]],,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothServiceHandler_isConnected_attribute,Check attribute isConnected in BluetoothServiceHandler,,1,,,[[https://crosswalk-project.org/jira/i#browse/XWALK-2088 XWALK-2088]],,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothServiceHandler_name_attribute,Check attribute name in BluetoothServiceHandler,,1,,,[[https://crosswalk-project.org/jira/i#browse/XWALK-2088 XWALK-2088]],,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothServiceHandler_notexist,Check if is possible to call BluetoothServiceHandler in new expresion,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothServiceHandler_unregister,Check with non-optional arguments unregister(),,1,,,[[https://crosswalk-project.org/jira/i#browse/XWALK-2088  XWALK-2088]],,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothServiceHandler_unregister_errorCallback_invalid_cb,Check unregister() argument errorCallback validation,,1,,,[[https://crosswalk-project.org/jira/i#browse/XWALK-2088 XWALK-2088]],,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothServiceHandler_unregister_errorCallback_TypeMismatch,Check whether unregister() method of the BluetoothServiceHandler with invalid errorCallback argument throws an exception,,1,,,[[https://crosswalk-project.org/jira/i#browse/XWALK-2088 XWALK-2088]],,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothServiceHandler_unregister_exist,Check if unregister method exists,,1,,,[[https://crosswalk-project.org/jira/i#browse/XWALK-2088  XWALK-2088]],,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothServiceHandler_unregister_successCallback_invalid_cb,Check if successful callback of unregister() method invoked,,1,,,[[https://crosswalk-project.org/jira/i#browse/XWALK-2088 XWALK-2088]],,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothServiceHandler_unregister_successCallback_TypeMismatch,Check whether unregister() method called with invalid successCallback argument throws an exception,,1,,,[[https://crosswalk-project.org/jira/i#browse/XWALK-2088 XWALK-2088]],,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothServiceHandler_unregister_unregisterServiceRecord,Check using unregister method which is in BluetoothServiceHandler interface to unregister service record,,1,,,[[https://crosswalk-project.org/jira/i#browse/XWALK-2088  XWALK-2088]],,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothServiceHandler_unregister_with_errorCallback,"Check with optional arguments unregister(valid_successCallback, valid_errorCallback)",,1,,,[[https://crosswalk-project.org/jira/i#browse/XWALK-2088  XWALK-2088]],,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothServiceHandler_unregister_with_successCallback,Check with optional arguments unregister(valid_successCallback),,1,,,[[https://crosswalk-project.org/jira/i#browse/XWALK-2088  XWALK-2088]],,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothServiceHandler_uuid_attribute,Check attribute uuid in BluetoothServiceHandler,,1,,,[[https://crosswalk-project.org/jira/i#browse/XWALK-2088 XWALK-2088]],,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothServiceSuccessCallback_notexist,Check if is possible to call BluetoothServiceSuccessCallback in new expresion,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothServiceSuccessCallback_onsuccess,Check if BluetoothServiceSuccessCallback callback is called and if its arguments have proper type,,1,,,[[https://crosswalk-project.org/jira/i#browse/XWALK-2088 XWALK-2088]],,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothSocketSuccessCallback_notexist,Check if is possible to call BluetoothSocketSuccessCallback in new expresion,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,BluetoothSocket_notexist,Check if is possible to call BluetoothSocket in new expresion,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,Bluetooth_BluetoothManagerObject,Check if tizen.bluetooth exists,1,,,,,,,,,
Tizen Device APIs/Communication/Bluetooth,Bluetooth_discoverDevices_successCallback_invalidcb,Check BluetoothDiscoverDevicesSuccessCallback() callback with invalid callback,1,,,,,,,,,
